PROJECT_REFID;PROJECTID;VERSION;PROJECT_TYPE;PROJECT_NAME;REMARKS;BCIREGION;ADDRESS;TOWN;PROVINCE;COUNTRY_NAME;PROJECT_STATUS;PROJECTSTAGE;CONST_START;CONST_END;TIME_STAMP;VALUE;USVALUE;LANGUAGE;CAT_1_NAME;CAT_2_NAME;CAT_3_NAME;CAT_4_NAME;CAT_5_NAME;DEV_TYPE;DEV_TYPEID;FLOOR_AREA;FOREIGN_PARTICIPATION;KEYWORD;LAST;MAJOR;OWNER_TYPE;OWNER_TYPEID;POSTCODE;PROJECTSTAGEID;PROJECT_NOTES;SITE_AREA;STOREYS;SUBCAT_1_NAME;SUBCAT_2_NAME;SUBCAT_3_NAME;SUBCAT_4_NAME;SUBCAT_5_NAME;SUBCAT_6_NAME;SUBCAT_7_NAME;SUBCAT_8_NAME;TIMETABLE_REMARKS;PROJECT_STATUSID;STATUS_DESC
106309573703789;217641002;3;RETAIL AREA for INSTITUTE - new - single storey;INSTITUT TEKNOLOGI SEPULUH NOPEMBER (ITS) SURABAYA - ITS RETAIL;* Single storey retail area for institute (appro. 500 sq m) * Kitchen area * Dine-in area * Storage room  Building elements include: * Flooring : ceramic tile / homogeneous tile * Structural : steel structure / reinforced concrete * Ceiling : gypsum board / decorative ceiling * Walling : light brick walls / decorative walling * Roofing : concrete slab roof / metal roof * Split type air conditioning * Aluminium framed doors & windows * Sanitary ware / plumbing;Java;Kampus Institut Teknologi Sepuluh Nopember, Jalan Teknik Mesin No.173, Kelurahan Keputih, Kecamatan Sukolilo;Surabaya;East Java;Indonesia;Construction Commenced;Construction;14/05/2022;25/08/2022;19/05/2022 11:44:00;3332;0.232;;Retail;Education;;;;New construction;3;500;0;;1;0;Government;3;60115;8;;;1;Shop, Shopping Centre, Supermarket;University, College, Institute;;;;;;;;115;CONSTRUCTION COMMENCED
106317372320891;216780002;4;FACTORY - new - 2 storey;MAYORA FACTORY NOODLE - JAYANTI 3;* 2 storey noddle factory (approx. 50,000 sq m) * Production lines * Quality control room * Finished products storage * Administration office * Civil works  Building elements include :  * Flooring : vinyl sheet flooring / epoxy flooring * Structural : steel construction * Ceiling : gypsum board / metal ceiling * Walling : light brick walls / metal walling * Facade : metal panel cladding * Roofing : metal sheet roof * Roof truss : steel frame * Piling : drop hammer * Aluminium framed doors & windows / metal doors * Fire protection system * Security system;Java;Jalan Raya Serang Km. 32, Desa Sumur Bandung, Kecamatan Jayanti;Kabupaten Tangerang;Special Capital Region of Jakarta;Indonesia;Construction Commenced;Construction;15/05/2022;11/06/2023;18/05/2022 18:31:00;480000;33.394;;Industrial;Infrastructure;Office;;;New construction;3;50000;0;;1;1;Commercial;4;15610;8;;;2;Food & Beverage Processing;Warehousing & Logistics;Factory;Civil Works, Excavation;Office;;;;;115;CONSTRUCTION COMMENCED
106345641376422;218534002;1;FACTORY - new - single storey;TJIWI KIMIA SIDOARJO;* Single storey paper factory  * Production lines * Storage area  Building elements include : * Flooring : hardened concrete floor / epoxy flooring * Structural : steel construction * Ceiling : gypsum board / metal ceiling * Walling : light brick walls / metal walling * Facade : metal panel cladding * Roofing : metal sheet roof * Roof truss : steel frame * Aluminium framed doors & windows / metal doors * Fire protection system * Security system;Java;Jalan Raya Surabaya - Mojokerto Km 44, Desa Kramat Temenggung, Kecamatan Tarik;Sidoarjo;East Java;Indonesia;Contract Awarded / Builder Appointed;Pre-Construction;04/07/2022;25/09/2023;18/05/2022 18:01:00;150000;10.306;;Industrial;;;;;New construction;3;;0;;1;1;Commercial;4;61265;6;;;1;Paper & Printing;Factory;;;;;;;;112;MAIN CONTRACT AWARDED | CONSTRUCTION EXPECTED TO COMMENCE JULY 2022 | ENGINEER NOT DISCLOSED
106289540081394;216305002;5;SUPPORTING BUILDING for HOSPITAL - new - 7 storey;RSUD TEMANGGUNG - GEDUNG PENUNJANG;* 7 storey supporting building for hospital (approx. 6,000 sq m) * Single level basement car park  * Medical consulting rooms * Nutrition installation * Medical laboratory * Archive room  * Laundry  * Pharmacy room * Logistic room * Registration area & waiting room * Medical devices & equipments storage   Building elements include: * Flooring : ceramic tile / homogenous tile  * Structural : reinforced concrete * Ceiling : gypsum board / sandwich panels * Walling : light brick walls & corner guard / vinyl walling * Roofing : ceramic roof tile * Roof truss : lightweight steel * Aluminium framed doors & windows / solid wood doors  * Split type air conditioning / duct connected air conditioning  * Building automation system * Lifts  * Sanitary ware / plumbing;Java;Jalan Gajah Mada No. 1A, Dusun Sendang, Kelurahan Walitelon Selatan, Kecamatan Temanggung ;Temanggung;Central Java;Indonesia;Construction Commenced;Construction;04/05/2022;29/12/2022;18/05/2022 17:53:00;46035;3.195;;Health;Education;Infrastructure;Industrial;;New construction;3;6000;0;;1;1;Government;3;56229;8;;;8;Hospital;Research Centre, Laboratory, Observatory;Multi-Storey Car Park;Warehousing & Logistics;;;;;;115;CONSTRUCTION COMMENCED
106345424661071;218520002;1;HOSPITAL - new - 4 storey;RS PARAGON;* 4 storey hospital building (approx. 5,000 sq m) * Inpatient care unit  * Registration area & waiting room * Patient recovery rooms * Auditorium * Observation room * Medical consulting rooms * Nurse station * Pharmacy room * At grade car park  Building elements include: * Flooring : ceramic tile / vinyl sheet flooring * Structural : reinforced concrete * Ceiling : gypsum board / sandwich panels * Walling : light brick walls * Roofing : ceramic roof tile * Roof truss : lightweight steel * Aluminium framed doors & windows / solid wood doors * Facade : glass wall cladding / aluminium composite cladding * Split type air conditioning * Piling : bored pile * Lifts * Sanitary ware / plumbing;Java;Jalan Mayor Oking Citeureup No. 8, Kelurahan Ciriung, Kecamatan Cibinong;Kabupaten Bogor;West Java;Indonesia;Construction Commenced;Construction;03/01/2022;03/01/2023;18/05/2022 17:52:00;40000;2.748;;Health;Infrastructure;;;;New construction;3;5000;0;;1;1;Commercial;4;16911;8;;3000;4;Hospital;Road, Surface, Car Park;;;;;;;;115;CONSTRUCTION COMMENCED
106309549085561;214511002;6;TRAINING CENTRE for HOSPITAL - new - 2 storey;RUMAH SAKIT JIWA (RSJ) PROF. DR. SOEROJO MAGELANG - GEDUNG DIKLAT EDU SMART;* 2 storey training centre building (approx. 1,500 sq m) * Work stations & office space * Practical rooms * Classrooms  Building elements include: * Flooring : ceramic tile / homogenous tile  * Structural : reinforced concrete * Ceiling : gypsum board * Walling : brick walls * Roofing : concrete roof tile * Roof truss : lightweight steel * Aluminium framed doors & windows / fabricated wood doors * Sanitary ware / plumbing;Java;Jalan Jendral Ahmad Yani No. 169, Kramat Utara, Kecamatan Magelang Utara;Kota Magelang;Central Java;Indonesia;Contract Awarded / Builder Appointed;Pre-Construction;02/06/2022;29/11/2022;18/05/2022 17:46:00;16523;1.135;;Education;Health;;;;New construction;3;1500;0;;1;1;Government;3;56102;6;;;2;Research Centre, Laboratory, Observatory;Hospital;;;;;;;;112;MAIN CONTRACT AWARDED | CONSTRUCTION EXPECTED TO COMMENCE JUNE 2022
106303332660238;217921002;2;HOSPITAL - new - 2 storey;RUMAH SAKIT BHAYANGKARA SEMARANG - GEDUNG POLI RAWAT JALAN, RUANG RAWAT INAP, DAN RUANG REHABILITASI MEDIK;* 2 storey hospital building (approx. 2,286 sq m)  * Inpatient care unit  * Outpatienr care unit  * Polyclinic unit * Surgical unit * Medical laboratory * Medical consulting rooms * Patient medical record room * Patient recovery rooms  * Registration area & waiting room * Pharmacy room * Medical devices & equipments storage * At grade car park  Building elements include: * Flooring : ceramic tile / vinyl sheet flooring / homogeneous tile * Structural : reinforced concrete * Ceiling : gypsum board / sandwich panels * Walling : light brick walls * Roofing : concrete slab roof * Aluminium framed doors & windows / solid wood doors * Split type air conditioning * Sanitary ware / plumbing * Lift;Java;Jalan Majapahit No. 140, Kelurahan Gayamsari, Kecamatan Gayamsari ;Kota Semarang;Central Java;Indonesia;Design Contract Awarded / Competition Winner;Concept;04/07/2022;29/12/2022;18/05/2022 17:45:00;21616;1.485;;Health;Education;;;;New construction;3;2286;0;;1;1;Government;3;50248;2;;;2;Hospital;Research Centre, Laboratory, Observatory;;;;;;;;122;CONTRACT AWARDED FOR ARCHITECT | CONTRACT AWARDED FOR CONSTRUCTION MANAGER
106260632686228;216483002;3;ANIMAL CAGE - new- single storey;KANDANG FREESTALL INDUK SAPI 1;* Single storey animal cage (approx. 6,600 sq m) * Quarantine area * Cattle ramp * Waste disposal system  Building elements include: * Flooring : hardened floor * Structural : steel construction * Ceiling : metal ceiling * Walling : wire walls system * Roofing : PVC Twinwall * Roof truss : steel frame * Aluminium framed doors & windows / fabricated aluminium doors;Java;Farm Manggala, Dusun 4 Karangnangka, Desa Karangtengah, Kecamatan Cilongok;Banyumas;Central Java;Indonesia;Construction Commenced;Construction;05/04/2022;13/12/2022;18/05/2022 17:35:00;39564;2.718;;Industrial;;;;;New construction;3;6600;0;;1;1;Government;3;53162;8;;;1;Agricultural, Horticultural Facility;;;;;;;;;115;MAIN CONTRACT AWARDED | CONSTRUCTION COMMENCED
106261614424876;216484002;3;ANIMAL CAGE - new - single storey;KANDANG FREESTALL INDUK SAPI 2;* Single storey animal cage (approx. 400 sq m) * Quarantine area * Cattle ramp * Waste disposal system  Building elements include: * Flooring : hardened floor * Structural : steel construction * Ceiling : metal ceiling * Walling : light brick walls / metal walling * Roofing : metal sheet roofing * Roof truss : steel frame * Aluminium framed doors & windows / fabricated wood doors;Java;Farm Manggala, Dusun 4 Karangnangka, Desa Karangtengah, Kecamatan Cilongok;Banyumas;Central Java;Indonesia;Construction Commenced;Construction;05/04/2022;09/11/2022;18/05/2022 17:15:00;2361;0.162;;Industrial;;;;;New construction;3;400;0;;1;0;Government;3;53162;8;;;1;Agricultural, Horticultural Facility;;;;;;;;;115;MAIN CONTRACT AWARDED | CONSTRUCTION COMMENCED
106325460312875;218072002;3;INPATIENT CARE UNIT (20 beds) for HOSPITAL - new - 2 storey;RUMAH SAKIT BHAYANGKARA PUSDIK SABHARA PORONG - INPATIENT CARE UNIT;* 2 storey inpatient care unit (approx. 500 sq m) * 20 beds * Medical consulting rooms * Patient recovery rooms * Medical devices & equipment storage  Building elements include: * Flooring : ceramic tile / vinyl sheet flooring * Structural : reinforced concrete * Ceiling : gypsum board / sandwich panels * Walling : light brick walls * Roofing : concrete slab roof * Aluminium framed doors & windows / solid wood doors * Lifts * Sanitary ware / plumbing;Java;Jalan Raya Porong No. 1, Kelurahan Mindi, Kecamatan Porong;Sidoarjo;East Java;Indonesia;Construction Commenced;Construction;15/05/2022;21/09/2022;18/05/2022 16:35:00;3762;0.262;;Health;;;;;New construction;3;500;0;;1;0;Government;3;61274;8;;;2;Hospital;;;;;;;;;115;CONSTRUCTION COMMENCED
106306600523525;212141002;9;FLATS (100) - new - 5 storey;RUMAH SUSUN KOTA SURABAYA - RUSUNAWA PAKAL;* 5 storey public housing flats (approx. 3,000 sq m) * 100 units (single type of units : approx. 24,3 sq m) * Communal room * Earthworks  Building elements include: * Flooring : ceramic tile * Structural : reinforced concrete * Ceiling : gypsum board * Walling : light brick walls * Roofing : metal sheet roofing * Roof truss : lightweight steel * Aluminium framed doors & windows / fabricated wood doors * Lifts;Java;Jalan Kauman Baru, Kelurahan Benowo, Kecamatan Pakal;Surabaya;East Java;Indonesia;Construction Commenced;Construction;11/05/2022;28/12/2022;18/05/2022 16:29:00;26133;1.819;;Residential;Infrastructure;;;;New construction;3;3000;0;;1;1;Government;3;60195;8;;;5;Apartment, Condominium, Townhouse;Civil Works, Excavation;;;;;;;;115;CONSTRUCTION COMMENCED
106323447330579;216935002;4;ANIMAL CAGE - new - single storey;KANDANG PENGENDALI TERNAK LIAR MASYARAKAT CILINTANG;* Single storey animal cage (approx. 510 sq m) * Quarantine area * Cattle ramp * Waste disposal system  Building elements include: * Flooring : hardened floor * Structural : steel construction * Ceiling : metal ceiling * Walling : wire walls system * Roofing : PVC Twinwall * Roof truss : steel frame * Aluminium framed doors & windows / fabricated aluminium doors;Java;Kampung Legon Pakis, Desa Ujung Jaya, Kecamatan Sumur;Pandeglang;Banten;Indonesia;Construction Commenced;Construction;09/05/2022;11/10/2022;18/05/2022 15:39:00;2429;0.167;;Industrial;;;;;New construction;3;510;0;;1;0;Government;3;60256;8;;;1;Agricultural, Horticultural Facility;;;;;;;;;115;MAIN CONTRACT AWARDED | CONSTRUCTION COMMENCED
106346417254795;218544002;1;OFFICES for FACTORY - new - 4 storey;MOTASA INDONESIA OFFICE;* 4 storey factory management office * Office lobby & reception area * Work stations & office space * Meeting rooms  Building elements include : * Flooring : ceramic tile / granite tile * Structural : reinforced concrete / composite steel * Ceiling : sandwich panel * Walling : brick wall * Roofing : concrete roof tile * Roof truss : lightweight steel * Piling : jacking pile * Split type air conditioning * Lifts * Aluminium framed doors & windows / fabricated wood doors;Java;Jalan Raya Ahmad Yani, Kelurahan Sumber Tanggul, Kecamatan Mojosari ;Mojokerto;East Java;Indonesia;Tender Closed - Contract Not Yet Awarded ;Pre-Construction;13/08/2022;21/03/2023;18/05/2022 14:27:00;6000;0.412;;Office;Industrial;;;;New construction;3;1000;0;;1;0;Commercial;4;61256;6;;;4;Office;Factory;;;;;;;;119;SELECT TENDERS FOR MAIN CONTRACT CLOSED | CONTRACT EXPECTED TO BE AWARDED JUNE 2022 | MECHANICAL ENGINEER NOT DISCLOSED | STRUCTURAL ENGINEER NOT DISCLOSED
106320409025892;207917002;7;HOSPITAL (299 beds) | OFFICES - interior decoration - 8 levels;RUMAH SAKIT JANTUNG & PEMBULUH DARAH HARAPAN KITA - PRIVATE & PEDIATRIC CARDIOLOGY WING - INTERIOR;* 6 storey private & pediatric cardiology building (approx. 35,625 sq m) * 2 storey office building (approx.11,875 sq m) * 2 basement levels car park * Inpatient care unit (299 beds) * Cardiovascular Care Unit (CVCU) (8 beds) * Surgical unit (12 rooms) * Radiology unit * Cathlab (12 beds) * Patient recovery rooms * Medical laboratory * Medical consulting rooms * Central Sterile Supply Department (CSSD) * Registration area & waiting room * Observation room * Pharmacy room * Medical devices & equipments storage  Building elements include: * Decorative lighting / interior lighting * Decorative wall / interior wall finishes * Interior floor finishes * Ceiling finishes * Partitions / gypsum board;Java;Jalan Letjen S. Parman Kavling 87 RT 01 / RW 08, Kelurahan Slipi, Kecamatan Palmerah;Jakarta Barat;Special Capital Region of Jakarta;Indonesia;Construction Commenced;Construction;10/05/2022;27/12/2022;18/05/2022 12:40:00;28260;1.967;;Health;Office;Education;Infrastructure;;Interior fitout;6;47500;0;;1;1;Government;3;11420;8;;47500;10;Hospital;Office;Research Centre, Laboratory, Observatory;Multi-Storey Car Park;;;;;;115;CONSTRUCTION COMMENCED
106317371996177;216411002;5;FACTORY - new - 2 storey;MAYORA FACTORY WAFER BISKUIT - JAYANTI 3;* 2 storey wafer biskuit factory (approx. 70,000 sq m) * Production lines * Quality control room * Storage area * Administration office * Civil works  Building elements include :  * Flooring : hardened concrete floor / epoxy flooring * Structural : steel construction * Ceiling : gypsum board / metal ceiling * Walling : light brick walls / metal walling * Facade : metal panel cladding * Roofing : metal sheet roof * Roof truss : steel frame * Piling : jacking pile  * Aluminium framed doors & windows / metal doors * Fire protection system * Security system;Java;Jalan Raya Serang Km. 32, Desa Sumur Bandung, Kecamatan Jayanti;Kabupaten Tangerang;Special Capital Region of Jakarta;Indonesia;Construction Commenced;Construction;11/05/2022;01/09/2023;18/05/2022 11:38:00;700000;48.699;;Industrial;Infrastructure;Office;;;New construction;3;70000;0;;1;1;Commercial;4;15610;8;;;2;Food & Beverage Processing;Warehousing & Logistics;Factory;Civil Works, Excavation;Office;;;;;115;CONSTRUCTION COMMENCED
106060634886004;182816002;8;HOSPITAL - new - 5 storey;RUMAH SAKIT MATA MASYARAKAT PROPINSI JAWA TIMUR;* 5 storey eye hospital * Inpatient care unit * Emergency unit * Outpatient care unit * Optical room * Medical laboratory * Medical consulting rooms * Medical care unit * Registration area & waiting room * Pharmacy room  Building elements include: * Flooring : ceramic tile / vinyl sheet flooring * Structural : reinforced concrete * Ceiling : gypsum board / sandwich panels * Walling : light brick walls * Roofing : ceramic roof tile * Roof truss : lightweight steel  * Aluminium framed doors & windows / solid wood doors * Lifts * Split type air conditioning * Sanitary ware / plumbing;Java;Jalan Gayung Kebonsari Timur No. 49, Kelurahan Ketintang, Kecamatan Gayungan;Surabaya;East Java;Indonesia;Building Approval;Design & Documentation;10/08/2022;30/12/2022;18/05/2022 11:02:00;25000;1.744;;Health;Education;;;;New construction;3;3100;0;;1;1;Government;3;60231;4;;8922;5;Hospital;Research Centre, Laboratory, Observatory;;;;;;;;165;SKETCH PLANS COMPLETED | CITY PLANNING PERMIT (KRK) & BLOCK PLAN PERMIT (RTLB) APPROVED | CONSTRUCTION PERMIT (IMB) APPROVED | OPEN TENDERS ADVERTISED FOR SUPERVISORY CONSULTANT | CONTRACT EXPECTED TO BE AWARDED 29 JUNE 2022 | OPEN TENDERS FOR MAIN CONTRACT EXPECTED TO BE ADVERTISED JUNE 2022 
106289571488489;188023002;6;FACTORY - new - single storey;PANCA BUDI IDAMAN'S PLASTIC FACTORY - PEMALANG;* Single storey plastic products factory with capacity 27,000 tpy (approx. 15,000 sq m) * Production lines * Quality control room * Storage area  * Administration office  Building elements include :  * Flooring : ceramic tile / epoxy flooring * Structural : steel construction * Ceiling : gypsum board / metal ceiling * Walling : light brick walls / metal walling * Facade : metal panel cladding * Roofing : metal sheet roof * Roof truss : steel frame * Piling : jacking pile   * Aluminium framed doors & windows / metal doors * Fire protection system * Security system;Java;Jalan Raya Pantura, Desa Pesucen, Kecamatan Petarukan;Pemalang;Central Java;Indonesia;Subcontractor(s) Appointed;Construction;09/03/2022;18/12/2022;17/05/2022 18:06:00;120000;8.348;;Industrial;;;;;New construction;3;15000;0;;1;1;Commercial;4;52362.;8;;120000;1;Manufacturing & Processing;Factory;;;;;;;;164;CONTRACT AWARDED FOR ROOFING SUBCONTRACTOR
106290437093119;206088002;7;UNIVERSITY - 2 buildings - new - 6 & 11 storey;UNIVERSITAS GADJAH MADA - GEDUNG SGLC FT & ERIC FT (PACKAGE 1);* 11 storey Smart and Green Learning Centre building (appox. 15,695.80 sq m) * 6 storey Engineering Research and Innovation Centre Building (approx. 7,972 sq m) * Semi-basement level car park  * Classrooms * Laboratories * Hall * Administrative office * Discussion room * Dissemination of research results * Meeting rooms * Landscaping * At grade car park  Building elements include: * Flooring : ceramic tile / homogeneous tile * Structural : reinforced concrete * Ceiling : gypsum board * Walling : light brick walls * Roofing : concrete slab roof * Aluminium framed doors & windows / fabricated wood doors * 4 lifts * Split type air conditioning * Sanitary ware / plumbing;Java;Kompleks Universitas Gadjah Mada, Jalan Grafika No. 2 , Kelurahan Sinduadi, Kecamatan Mlati;Sleman;Yogyakarta;Indonesia;Subcontractor(s) Appointed;Construction;11/01/2021;29/07/2022;17/05/2022 17:48:00;218790;14.704;;Education;Infrastructure;;;;New construction;3;23668;0;;1;1;Government;3;55281;8;;;11;University, College, Institute;Research Centre, Laboratory, Observatory;Road, Surface, Car Park;Multi-Storey Car Park;;;;;;164;FITOUT CONTRACTOR AWARDED
106304509407470;214773002;8;HOSPITAL (50 beds) - new - 3 storey;RUMAH SAKIT BHAYANGKARA TINGKAT IV SURAKARTA;* 3 storey hospital building (approx. 2,500 sq m) * Inpatient care unit (50 beds) * Emergency unit * Polyclinic unit * Surgical unit * Medical laboratory * Medical consulting rooms * Patient medical record room * Patient recovery rooms  * Registration area & waiting room * Pharmacy room * Medical devices & equipments storage * At grade car park  Building elements include: * Flooring : ceramic tile / vinyl sheet flooring / homogeneous tile * Structural : reinforced concrete * Ceiling : gypsum board / sandwich panels * Walling : light brick walls * Roofing : concrete slab roof * Aluminium framed doors & windows / solid wood doors * Split type air conditioning * Sanitary ware / plumbing * Lift;Java;Jalan Adi Sucipto No.2, Kelurahan Manahan, Kecamatan Banjarsari;Surakarta;Central Java;Indonesia;Construction Commenced;Construction;09/05/2022;30/11/2022;17/05/2022 16:27:00;41991;2.923;;Health;Education;;;;New construction;3;2500;0;;1;1;Government;3;57139;8;;;3;Hospital;Research Centre, Laboratory, Observatory;;;;;;;;115;CONSTRUCTION COMMENCED
106345434135136;218522002;1;OUTPATIENT CARE UNIT for HOSPITAL - completion - 3 storey;RSUD MAJENANG - GEDUNG D (RAWAT JALAN);Completion of 3 storey outpatient care unit building (approx. 1,600  sq m), to include :  * Single level basement car park * Registration area & waiting room * Patient medical record room * Medical consulting room * Pharmacy room  Building elements include: * Flooring : ceramic tile / homogeneous tile * Ceiling : gypsum board * Walling : light brick walls  & corner guard  * Roofing : concrete roof tile * Roof truss : lightweight steel * Aluminium framed doors & windows / fabricated wood doors / automatic sliding door * Sanitary ware / plumbing * Lifts;Java;Jalab Dr. Soetomo No.54, Kelurahan Jenang, Kecamatan Majenang;Cilacap;Central Java;Indonesia;Tender Closed - Contract Not Yet Awarded ;Pre-Construction;04/07/2022;29/12/2022;17/05/2022 16:15:00;7999;0.55;;Health;Infrastructure;;;;Extension;5;1600;0;;1;0;Government;3;53257;6;;;4;Hospital;Multi-Storey Car Park;;;;;;;;119;OPEN TENDERS FOR MAIN CONTRACT ADVERTISED | CONTRACT EXPECTED TO BE AWARDED 06 JUNE 2022
106303624839147;217519002;4;INSTITUTE - interior decoration - 3 levels;INSTITUT TEKNOLOGI SEPULUH NOPEMBER (ITS) - FMIPA CENTRE - INTERIOR (PHASE 1);* 3 levels interior for campus building (approx. 2,250 sq m) * Interior works  * Hallway works * Work stations & study space * Meeting room  Building elements include: * Flooring : ceramic tile / homogeneous tile * Decorative lighting / interior lighting * Decorative wall / interior wall finishes * Interior floor finishes * Ceiling finishes * Partitions / gypsum board * Custom furniture for classroom;Java;Kampus Institut Teknologi Sepuluh Nopember, Jalan Teknik Mesin No.173, Kelurahan Keputih, Kecamatan Sukolilo;Surabaya;East Java;Indonesia;Construction Commenced;Construction;09/05/2022;29/09/2022;17/05/2022 15:12:00;1447;0.101;;Education;;;;;Interior fitout;6;2250;0;;1;0;Government;3;60115;8;;;12;University, College, Institute;;;;;;;;;115;CONSTRUCTION COMMENCED
106316427263534;216886002;6;FACTORY - new - 3 storey;BALAI BESAR KIMIA DAN KEMASAN JAKARTA - GEDUNG FASILITAS PRODUKSI FITOFARMAKA;* 3 storey traditional medicine factory (approx. 7,000 sq m) * Production lines * Quality control room * Storage area  Building elements include : * Flooring : hardened concrete floor / epoxy flooring * Structural : steel construction * Ceiling : gypsum board / metal ceiling * Walling : light brick walls / metal walling * Roofing : metal sheet roof * Roof truss : steel frame * Aluminium framed doors / metal doors * Fire protection system * Security system;Java;Jalan Balai Kimia No.1, Kelurahan Pekayon, Kecamatan Pasar Rebo;Jakarta Timur;Special Capital Region of Jakarta;Indonesia;Construction Commenced;Construction;09/05/2022;13/12/2022;17/05/2022 14:59:00;38299;2.666;;Industrial;;;;;New construction;3;7000;0;;1;1;Government;3;13710;8;;;3;Manufacturing & Processing;Factory;;;;;;;;115;CONSTRUCTION COMMENCED
106319544213155;215447002;5;INPATIENT CARE UNIT for HOSPITAL - new - 2 storey;RSUD KLUNGKUNG - RAWAT INAP INTERNA;* 2 storey inpatient care unit (approx. 2,500 sq m) * Medical consulting rooms * Patient recovery rooms * Medical devices & equipment storage  Building elements include: * Flooring : homogeneous tile / vinyl sheet flooring * Structural : reinforced concrete * Ceiling : gypsum board / sandwich panels * Walling : light brick walls * Roofing : concrete roof tile * Roof truss : lightweight steel * Aluminium framed doors & windows / fabricated wood doors * Sanitary ware / plumbing;Bali;Jalan Flamboyan No. 40, Kelurahan Semarapura Kauh, Kecamatan Klungkung;Klungkung;Bali;Indonesia;Construction Commenced;Construction;23/05/2022;31/12/2022;13/05/2022 17:22:00;12565;0.863;;Health;;;;;New construction;3;2500;0;;1;1;Government;3;80714;8;;;2;Hospital;;;;;;;;;115;MAIN CONTRACT AWARDED | CONSTRUCTION COMMENCED
106319570855640;214729002;6;FLATS (42) for POLICE STATION - new - 4 storey;RUMAH SUSUN POLISI RESOR (RUSUN POLRES) JEMBRANA;* 4 storey housing flats for police station (approx. 5,300 sq m) * 42 flats (2 types of units : approx. 36 & 54 sq m) * Multipurpose room * At grade car park  Building elements include: * Flooring : ceramic tile * Structural : reinforced concrete * Ceiling : gypsum board * Walling : light brick walls * Roofing : metal sheet roofing * Roof truss : lightweight steel * Aluminium framed doors & windows / solid wood doors * Fire protection system * Sanitary ware / plumbing;Bali;Jalan Pahlawan No. 27, Kelurahan Pendem, Kecamatan Negara;Jembrana;Bali;Indonesia;Construction Commenced;Construction;16/05/2022;31/12/2022;13/05/2022 17:16:00;18102;1.244;;Residential;Legal & Military;;;;New construction;3;5300;0;;1;1;Government;3;82211;8;;;4;Apartment, Condominium, Townhouse;Police Station;;;;;;;;115;MAIN CONTRACT AWARDED | CONSTRUCTION COMMENCED | CONTRACT AWARDED FOR SUPERVISORY CONSULTANT
106324555586491;218309002;2;HOSPITAL - new - single storey;RUMAH SAKIT PRATAMA REO;* Single storey hospital * Inpatient care unit * Emergency unit * Polyclinic unit * Medical consulting rooms * Patient medical record room * Registration area & waiting room * Pharmacy room * Medical devices & equipment storage  Building elements include: * Flooring : homogeneous tile / vinyl * Structural : reinforced concrete * Ceiling : gypsum board * Walling : brick walls * Roofing : metal sheet roofing * Roof truss : lightweight steel * Aluminium framed doors & windows/ fabricated wood doors * Sanitary ware / plumbing;Nusa Tenggara;Jalan Reo - Kedindi, Desa Reo, Kecamatan Reok;Manggarai;East Nusa Tenggara;Indonesia;Design Contract Awarded / Competition Winner;Concept;01/05/2023;31/12/2023;13/05/2022 16:16:00;21000;1.443;;Health;;;;;New construction;3;3400;0;;1;1;Government;3;86592;2;;;1;Hospital;;;;;;;;;122;CONTRACT AWARDED FOR ARCHITECT
106184617350958;201045002;10;PLANT | SILO - new - single storey;BULOG CORN DRYING CENTRE - WONOGIRI;* Single storey drying plant (capacity of 90 tonnes per day (TPD)) * Single storey silo (capacity of 9,000 tonnes) * Foundation work * Conveyor system * Mechanical work * Supply & installation work  Building elements include: * Flooring : ceramic tile / exposed concrete floor * Structural : steel * Ceiling : metal ceiling * Walling : light brick walls / metal walling * Facade : aluminium composite cladding / metal cladding * Roofing : metal sheet roofing * Roof truss : steel frame * Aluminium framed doors & windows / rolling doors * Sanitary ware / plumbing;Java;;Wonogiri;Central Java;Indonesia;Documentation In Progress;Design & Documentation;23/12/2022;29/12/2023;13/05/2022 14:53:00;57008;3.899;;Industrial;;;;;New construction;3;10000;1;;1;1;Commercial;4;;4;;;1;Warehousing & Logistics;Factory;Food & Beverage Processing;;;;;;;120;PROJECT MANAGEMENT CONSULTANT CONTRACT RESCINDED | OPEN TENDERS FOR PROJECT MANAGEMENT CONSULTANT EXPECTED TO BE RE-ADVERTISED JUNE 2022 | OPEN TENDERS FOR EPC CONTRACTOR EXPECTED TO BE ADVERTISED AUGUST 2022
